kind,apk,dex,class,constant,value,hex,low16,variant_index
mcu_command,US_12.07.2024.apk,classes.dex,Lcom/lsec/core/util/data/FinalCanbus;,U_CARINFO_360_WORK_STATE,67,0x43,,
mcu_command,US_12.07.2024.apk,classes.dex,Lcom/lsec/core/util/data/FinalCanbus;,U_CARINFO_ACC_WORK_MODE,69,0x45,,
mcu_command,US_12.07.2024.apk,classes.dex,Lcom/lsec/core/util/data/FinalCanbus;,U_CARINFO_AIR_AUTOClEAN_ONOFF,112,0x70,,
mcu_command,US_12.07.2024.apk,classes.dex,Lcom/lsec/core/util/data/FinalCanbus;,U_CARINFO_AUTO_BRAKE_ASSIST_SWITCH,78,0x4e,,
mcu_command,US_12.07.2024.apk,classes.dex,Lcom/lsec/core/util/data/FinalCanbus;,U_CARINFO_BCM_ENABLE,106,0x6a,,
mcu_command,US_12.07.2024.apk,classes.dex,Lcom/lsec/core/util/data/FinalCanbus;,U_CARINFO_CRASH_SWITCH,65,0x41,,
mcu_command,US_12.07.2024.apk,classes.dex,Lcom/lsec/core/util/data/FinalCanbus;,U_CARINFO_INCAR_AUTOLOCK_ONOFF,107,0x6b,,
mcu_command,US_12.07.2024.apk,classes.dex,Lcom/lsec/core/util/data/FinalCanbus;,U_CARINFO_INCAR_AUTOVENTILATION_ENABLE,105,0x69,,
mcu_command,US_12.07.2024.apk,classes.dex,Lcom/lsec/core/util/data/FinalCanbus;,U_CARINFO_INCAR_AUTOVENTILATION_ONOFF,104,0x68,,
mcu_command,US_12.07.2024.apk,classes.dex,Lcom/lsec/core/util/data/FinalCanbus;,U_CARINFO_LANE_DEVIATION_SYS_STATE,64,0x40,,
mcu_command,US_12.07.2024.apk,classes.dex,Lcom/lsec/core/util/data/FinalCanbus;,U_CARINFO_NONSLIP_STATE,98,0x62,,
mcu_command,US_12.07.2024.apk,classes.dex,Lcom/lsec/core/util/data/FinalCanbus;,U_CARINFO_NONSLIP_STATE_ENABLE,102,0x66,,
mcu_command,US_12.07.2024.apk,classes.dex,Lcom/lsec/core/util/data/FinalCanbus;,U_CARINFO_NONSLIP_STATE_NEW,111,0x6f,,
mcu_command,US_12.07.2024.apk,classes.dex,Lcom/lsec/core/util/data/FinalCanbus;,U_CARINFO_RAMP_START,114,0x72,,
mcu_command,US_12.07.2024.apk,classes.dex,Lcom/lsec/core/util/data/FinalCanbus;,U_CARINFO_STARTPROMPT,99,0x63,,
mcu_command,US_12.07.2024.apk,classes.dex,Lcom/lsec/core/util/data/FinalCanbus;,U_CARINFO_SUPERFASTCHARGE_NUMBER,88,0x58,,
mcu_command,US_12.07.2024.apk,classes.dex,Lcom/lsec/core/util/data/FinalCanbus;,U_CARINFO_SUPERFASTCHARGE_STATE,87,0x57,,
mcu_command,US_12.07.2024.apk,classes.dex,Lcom/lsec/core/util/data/FinalCanbus;,U_CARINFO_TIME,49,0x31,,
mcu_command,US_12.07.2024.apk,classes.dex,Lcom/lsec/core/util/data/FinalCanbus;,U_CAR_BACKCAR,101,0x65,,
mcu_command,US_12.07.2024.apk,classes.dex,Lcom/lsec/core/util/data/FinalCanbus;,U_CAR_BT_ON,1015,0x3f7,,
mcu_command,US_12.07.2024.apk,classes.dex,Lcom/lsec/core/util/data/FinalCanbus;,U_CNT_MAX,1200,0x4b0,,
mcu_command,US_12.07.2024.apk,classes.dex,Lcom/lsec/core/util/data/FinalCanbus;,U_CUR_SPEED,1031,0x407,,
mcu_command,US_12.07.2024.apk,classes.dex,Lcom/lsec/core/util/data/FinalCanbus;,U_DOOR_WINDOW_ENABLE,1002,0x3ea,,
mcu_command,US_12.07.2024.apk,classes.dex,Lcom/lsec/core/util/data/FinalCanbus;,U_DRIVER_ON_RIGHT,1003,0x3eb,,
mcu_command,US_12.07.2024.apk,classes.dex,Lcom/lsec/core/util/data/FinalCanbus;,U_ENGINE_SPEED,1032,0x408,,
mcu_command,US_12.07.2024.apk,classes.dex,Lcom/lsec/core/util/data/FinalCanbus;,U_EXIST_AIR,1007,0x3ef,,
mcu_command,US_12.07.2024.apk,classes.dex,Lcom/lsec/core/util/data/FinalCanbus;,U_EXIST_AIR_CONTROL,1018,0x3fa,,
mcu_command,US_12.07.2024.apk,classes.dex,Lcom/lsec/core/util/data/FinalCanbus;,U_EXIST_CAR_DVR,1034,0x40a,,
mcu_command,US_12.07.2024.apk,classes.dex,Lcom/lsec/core/util/data/FinalCanbus;,U_EXIST_CAR_RADIO,1016,0x3f8,,
mcu_command,US_12.07.2024.apk,classes.dex,Lcom/lsec/core/util/data/FinalCanbus;,U_EXIST_CAR_ROTATING,1035,0x40b,,
mcu_command,US_12.07.2024.apk,classes.dex,Lcom/lsec/core/util/data/FinalCanbus;,U_EXIST_DOOR,1004,0x3ec,,
mcu_command,US_12.07.2024.apk,classes.dex,Lcom/lsec/core/util/data/FinalCanbus;,U_EXIST_PANORAMA,1009,0x3f1,,
mcu_command,US_12.07.2024.apk,classes.dex,Lcom/lsec/core/util/data/FinalCanbus;,U_EXIST_TEMP_OUT,1012,0x3f4,,
mcu_command,US_12.07.2024.apk,classes.dex,Lcom/lsec/core/util/data/FinalCanbus;,U_GPS_ANGLE,1033,0x409,,
mcu_command,US_12.07.2024.apk,classes.dex,Lcom/lsec/core/util/data/FinalCanbus;,U_HIDE_RADIO,1036,0x40c,,
mcu_command,US_12.07.2024.apk,classes.dex,Lcom/lsec/core/util/data/FinalCanbus;,U_MCU_CANBUS_SUPPORT_CNT,1010,0x3f2,,
mcu_command,US_12.07.2024.apk,classes.dex,Lcom/lsec/core/util/data/FinalCanbus;,U_MISC_BEGIN,1000,0x3e8,,
mcu_command,US_12.07.2024.apk,classes.dex,Lcom/lsec/core/util/data/FinalCanbus;,U_ONSTAR_SYNC_ON,1022,0x3fe,,
mcu_command,US_12.07.2024.apk,classes.dex,Lcom/lsec/core/util/data/FinalCanbus;,U_ORI_CARBACK,1021,0x3fd,,
mcu_command,US_12.07.2024.apk,classes.dex,Lcom/lsec/core/util/data/FinalCanbus;,U_PARK_MODE,1039,0x40f,,
mcu_command,US_12.07.2024.apk,classes.dex,Lcom/lsec/core/util/data/FinalCanbus;,U_REAR_MOVE_TYPE,1040,0x410,,
mcu_command,US_12.07.2024.apk,classes.dex,Lcom/lsec/core/util/data/FinalCanbus;,U_RIGHT_CAMERA_ON_OFF,1017,0x3f9,,
mcu_command,US_12.07.2024.apk,classes.dex,Lcom/lsec/core/util/data/FinalCanbus;,U_RIGHT_CAMERA_STATE,1020,0x3fc,,
mcu_command,US_12.07.2024.apk,classes.dex,Lcom/lsec/core/util/data/FinalCanbus;,U_SHOW_AIR_WINDOW,1008,0x3f0,,
mcu_command,US_12.07.2024.apk,classes.dex,Lcom/lsec/core/util/data/FinalCanbus;,U_SHOW_BACKCAR_HOST,1030,0x406,,
mcu_command,US_12.07.2024.apk,classes.dex,Lcom/lsec/core/util/data/FinalCanbus;,U_SHOW_DOOR_WINDOW,1011,0x3f3,,
mcu_command,US_12.07.2024.apk,classes.dex,Lcom/lsec/core/util/data/FinalCanbus;,U_TIP_ID,1006,0x3ee,,
mcu_command,US_12.07.2024.apk,classes.dex,Lcom/lsec/core/util/data/FinalCanbus;,U_UISERVR_TYPE,1037,0x40d,,
